id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-T-0790,NoChildrenRegisteredInTheSystem,No children registered in the system,Ntamwana wanditswe muriyi sisiteme,Nta bana biyandikishije muri ubu buryo bugezweho (muri sisiteme),Ma jiraan carruur ku diiwaan gashan habkan
EHEZA-T-0791,NumberOfAbortionsLabel,Number of Abortions,Umubare w'inda zavuyemo,Ugukoroka kw'imbanyi,Tirada Uurka Dhicisoobay
EHEZA-T-0792,NumberOfChildrenUnder5,Number of Children under 5,Umubare w'abana bari munsi y'imyaka 5,Igitigiri c'abana bari munsi y'imyaka 5,Tirada Carruurta ka yar 5 sano
EHEZA-T-0793,NumberOfCSections,Number of C-Sections,Umubare w'inshuro yabazwe,Igitigiri c'abakozwe mu kwibaruka,Tirada Qalliinka Uurka
EHEZA-T-0794,NumberOfLiveChildren,Number of Live Children,Umubare w'abana bariho,Igitigiri c'abana bariho,Tirada Carruurta Nool
EHEZA-T-0795,NumberOfStillbirthsAtTerm,Number of Stillbirths at Term,Umubare w'abapfiriye mu nda bashyitse,"Igitigiri c'abavutse kw'itarike/ku gihe, bamaze gupfa ",Tirada Uur-Meydka ee bilo dhameestay
EHEZA-T-0796,NumberOfStillbirthsPreTerm,Number of Stillbirths pre Term,Umubare w'abapfiriye mu nda badashyitse,"Igitigiri c'abavutse itarike itaragera/igihe kitarashika, bamaze gupfa",Tirada Uur-Meydka ee aan bilo dhameysan
EHEZA-T-0797,Nutrition,Nutrition,Imirire,Ibijyanye n'ingaburo,Nafaqo
EHEZA-T-0798,NutritionAssessment.AssesmentAcuteMalnutritionModerate,Moderate Acute Malnutrition,Imirire  mibi yoroheje ije vuba,Ingwara yo gufungura nabi yoroheje,Nafaqo darrda Dhexe
EHEZA-T-0799,NutritionAssessment.AssesmentAcuteMalnutritionSevere,Severe Acute Malnutrition,Imirire  mibi ikabije ije vuba,Ingwara yo gufungura nabi ikaze,Nafaqo yari aad u daran
EHEZA-T-0800,NutritionAssessment.AssesmentUnderweightModerate,Moderately Underweight,Imirire mibi yoroheje ku biro,Ubuke bw'ibiro bisanzwe,Nafaqo yarada Dhexe
EHEZA-T-0801,NutritionAssessment.AssesmentUnderweightSevere,Severely Underweight,Imirire mibi ikabije ku biro,Ibiro bike cane,Aad u Miisaan yar
EHEZA-T-0802,NutritionAssessment.AssesmentDangerSignsNotPresent,Without Danger Signs,Nta bimenyetso mpuruza,Ata bimenyetso mburizi,Aan lahayn Calaamad Halis ah
EHEZA-T-0803,NutritionAssessment.AssesmentDangerSignsPresent,With Danger Signs,Ifite ibimenyetso mpuruza,Hamwe n'ibimenyetso mburizi,
EHEZA-T-0804,NutritionAssessment.AssesmentMalnutritionSigns,Malnutrition Signs,Ifite ibimenyetso mpuruza,Ibimenyetso vy'ingwara yo gufungura nabi,
EHEZA-T-0805,NutritionAssessment.AssesmentConsecutiveWeightLoss,Consecutive Weight Loss,Gutakaza ibiro mu buryo bwikurikiranije,Ukugabanuka ibiro vyikurikiranije,Miisaan Go` is xig-xiga
EHEZA-T-0806,NutritionAssessmentLabel,Nutrition Assessment,Gusuzuma imirire,Isuzuma ryo gufungura,Qiimeynta Nafaqada
EHEZA-T-0807,NutritionAssessmentTask.TaskHeadCircumference,Head Circumference,Umuzenguruko w'umutwe,Intikuro y'umutwe,
EHEZA-T-0808,NutritionBehavior,Nutrition Behavior,Imyumvire ku bijyanye n’imirire,Imitwarire yo gufungura neza,Dabeecada Nafaqeed
EHEZA-T-0809,NutritionCaringOption.CaredByParent,Parent,Umubyeyi,Umuvyeyi,Waalid
EHEZA-T-0810,NutritionCaringOption.CaredByGrandparent,Grandparent,Nyirakuru/Sekuru,Sogokuru/Nyogokuru,Abkow/Abooto
EHEZA-T-0811,NutritionCaringOption.CaredBySibling,Sibling,Umuvandimwe,umuvukanyi,Walaalo
EHEZA-T-0812,NutritionCaringOption.CaredByNeighbor,Neighbor,Umuturanyi,Umubanyi,Deris
EHEZA-T-0813,NutritionCaringOption.CaredByDaycare,Daycare,Irerero,Irerero ry'abana,Xanaano
EHEZA-T-0814,NutritionEncounterLabel,Nutrition Encounter,Isuzuma ry’imirire,Isuzumwa ry’ingaburo,Ogaanshaha Nafaqada
EHEZA-T-0815,NutritionSupplementType.FortifiedPorridge,Fortified Porridge,Igikoma kirimo Imyunyu ngugu na Vitamin,Ubuyi bukomejwe,Mushaarida Nafaqeysan
EHEZA-T-0816,NutritionSupplementType.Rutf,RUTF,RUTUFU,ATPE: Aliment Thérapeutique prêt à l'Emploi,
EHEZA-T-0817,NutritionSupplementType.TherapeuticMilk,Therapeutic Milk,Amata avura,Amata yo kuvura,Caanaha Daweysan
EHEZA-T-0818,Observations,Observations,Igenzura,Imyihwezo,U kuur gelid
EHEZA-T-0819,ObstetricalDiagnosis,Obstetric Diagnosis,Uburwayi bwemejwe n'inzobere mu gusuzuma abagore batwite,Isuzuma ry'ivyara,Baaritaanka Dhalmada
EHEZA-T-0820,ObstetricalDiagnosisAlert.DiagnosisModerateUnderweight,Moderate underweight,Ibiro bike bidakabije ugendeye ku myaka,Ubuke bw'ibiro bisanzwe,Nafaqo yaro Dhexe
EHEZA-T-0821,ObstetricalDiagnosisAlert.DiagnosisSevereUnderweight,Severe underweight,Afite ibiro bikie bikabije,Ibiro bike cane,Miisaan yari aad u daran
EHEZA-T-0822,ObstetricalDiagnosisAlert.DiagnosisObese,Obese,Kubyibuha gukabije,Ubuvyibuhe burenzeko,Buuran
EHEZA-T-0823,ObstetricalDiagnosisAlert.DisgnosisPeripheralEdema,Peripheral Edema,Kubyimba amaguru n'amaboko,Ukuvyimba kw'amaguru,Barar Addimaha ah
EHEZA-T-0824,ObstetricalDiagnosisAlert.DiagnosisFetusBreech,Fetus is in breech,Abanje ikibuno(umwana yaje yicaye),,
EHEZA-T-0825,ObstetricalDiagnosisAlert.DiagnosisFetusTransverse,Fetus is transverse,Umwana aritambitse,Umwana arakikamye,
EHEZA-T-0826,ObstetricalDiagnosisAlert.DiagnosisBreastExamination,Breast exam showed,Gusuzuma amabere byagaragaje,Ivyo igipimo c'amabere cerekanye,
EHEZA-T-0827,ObstetricalDiagnosisAlert.DiagnosisHypotension,Hypotension,Umuvuduko w'amaraso uri hasi,Umuvuduko wo hasi w'amaraso,
EHEZA-T-0828,ObstetricalDiagnosisAlert.DiagnosisPreeclampsiaHighRisk,High Risk for Preeclampsia,Afite ibyago byinshi byo kugira Preklampusi,Impavu y'ingoran ya Prééclampsie,
EHEZA-T-0829,ObstetricHistory,Obstetric History,Amateka y'inda zibanza (ku nda yatwise),Akahise k'ivyara,Taariikhda Dhalmada
EHEZA-T-0830,ObstetricHistoryStep2Sign.ObstetricHistoryIncompleteCervixPreviousPregnancy,Incompetent cervix,Inkondo y’umura idashobora gufunga neza,,
EHEZA-T-0831,ObstetricHistoryStep2Sign.ObstetricHistoryBabyDiedOnDayOfBirthPreviousDelivery,Newborn death within 24 hours after delivery,Urupfu rw’uruhinja mu masaha 24 nyuma yo kuvuka,,
EHEZA-T-0832,ObstetricHistoryStep2Sign.ObstetricHistoryPlacentaAbruptionPreviousDelivery,Placenta Abruption,Komoka kw’ingobyi y’umwana,,
EHEZA-T-0833,ObstetricHistoryStep2Sign.ObstetricHistorySevereHemorrhagingPreviousDelivery,Severe Hemorrhaging (>500 ml),Kuva cyane (>500 ml),,Dhiigbax aad u Daran (>500 ml)
EHEZA-T-0834,ObstetricHistoryStep2Sign.ObstetricHistoryConvulsionsPreviousDelivery,Seizures (Convulsions),Kugagara,,
EHEZA-T-0835,ObstetricHistoryStep2Sign.ObstetricHistoryConvulsionsAndUnconsciousPreviousDelivery,Seizures (Convulsions) with loss of consciousness,Kugagara birimo no gutakaza ubwenge,,
EHEZA-T-0836,ObstetricHistoryStep2Sign.ObstetricHistorySmallForGestationalAgePreviousDelivery,Small for gestational age,Umwana ni muto ugereranyije n'amezi y'inda,,
EHEZA-T-0837,ObstetricHistoryStep2Sign.ObstetricHistoryIntraUterineDeathPreviousDelivery,Intra-uterine death,Umwana yaphiriye mu nda,,
EHEZA-T-0838,Overweight,Overweight,Aftie ibiro byinshi,Ubunini burenzeko,Buurnaan xad dhaaf
EHEZA-T-0839,Overview,Overview,Ishusho Rusange,Incamake,Guud-mar
EHEZA-T-0840,PackagesPerMonth,packages / month,Amapaki ku kwezi,Amapaki ku kwezi,xirmooyin / bil
EHEZA-T-0841,Page,Page,Paji,Urupapuro,Bog
EHEZA-T-0842,PaleConjuctiva,Pale Conjunctiva,Ibihenehene byeruruka,Ihinduka ry'ibara ku maso,Indho Casaan
EHEZA-T-0843,Pallor,Pallor,Kweruruka (k'urugingo rw'umubiri),Ibara ryahindutse (ku mubiri),Casaan
EHEZA-T-0844,Para,Para,Imbyaro,Imbanyi zavutse,
EHEZA-T-0845,Participants,Participants,Ubwitabire,Abitavye,Ka qeyb galayaal
EHEZA-T-0846,ParticipantSignature,Participant Signature,Umukono w'umugenerwabikorwa,Umukono w'abitavye,Saxiixa ka Qeyb galaha
EHEZA-T-0847,ParticipantDemographicInformation,Participant Demographic Information,Umwirondoro w'umugenerwabikorwa,Amakuru y'ibiharuro vy'abitavye,Xogta Guud ee ka Qeyb galaha
EHEZA-T-0848,PartnerHIV,Partner HIV,Ikizamini cya Virusi itera SIDA k'umugabo we,Igipimo co kuraba umugera wa SIDA k'umushingantahe,
EHEZA-T-0849,PatientRecordFilter.FilterDemographics,Demographics,Umwirondoro,Ibiharuro vy'abantu,Dad-dhis
EHEZA-T-0850,PatientRecordFilter.FilterFamilyPlanning,Family Planning,Kuboneza Urubyaro,Kuvyara k'urugero,Kala Korinta Carruurta
EHEZA-T-0851,PauseEncounter,Pause Encounter,Igikorwa cyahagaritswe,Kuruhuka,
EHEZA-T-0852,Patients,Patients,Abagenerwabikorwa,Abagwayi,Bukaano
EHEZA-T-0853,Pediatrics,Pediatrics,,,
EHEZA-T-0854,PediatricVisit,Pediatric Visit,Isura ry'umwana,Kugendera abana,Booqashada Carruurta
EHEZA-T-0855,People,People,Abantu,Abantu,Dad
EHEZA-T-0856,Percentage,%,,,
EHEZA-T-0857,Person,Person,Umuntu,Umuntu,Qofka
EHEZA-T-0858,PertinentSymptoms,Pertinent Symptoms, Ibimenyetso by'ingenzi,Ibimenyetso bibandanya,Calaamado sii jira
EHEZA-T-0859,Photo,Photo,Ifoto,Ifoto,Sawir
EHEZA-T-0860,PhotosTransferStatus,Photos Transfer Status,Uko kohereza amafoto bihagaze,Indangakamere ry'irungikwa ry'amafoto,Xaalada Gudbinta Sawirka
EHEZA-T-0861,PhysicalConditions,Physical conditions,Ibibazo by’umubiri,,
EHEZA-T-0862,PhysicalExamTask.PhysicalExamCoreExam,Core Exam,Ikizamini cy'ingenzi,Ikibazo c'umushinge,Baaritaanka ugu Muhiimsan
EHEZA-T-0863,PhysicalExamTask.PhysicalExamAcuteFindings,Acute Findings,Ibimenyetso biziyeho,Ivyatowe bikaze,Natiijo billow ah
EHEZA-T-0864,PlacentaPrevia,Placenta Previa,Ingobyi iri hasi ku nkondo y'umura,Igitereko cugaye isohokera,Ibida Qalloocatay
EHEZA-T-0865,PointOfCare,Point of Care,,Impamvu yo kuvura,Barta Daryeelka
EHEZA-T-0866,PostpartumEncounter,Postpartum Encounter,Igikorwa cya nyuma yo kubyara,Umubonano inyuma yo kwibaruka,Ogaansha Dhalmada kadib
EHEZA-T-0867,PostpartumHealingProblem.NormalPostpartumHealing,Healing Normally,Ari gukira neza,Ugukira bisanzwe,Caadi u Bogsanaya
EHEZA-T-0868,PostpartumHealingProblem.HealingProblemSwelling,Swelling,Harabyimbye,Kuvyimba,Barar
EHEZA-T-0869,PostpartumHealingProblem.HealingProblemReleaseOfSutures,Release (lâchage) of sutures,Indodo zavuyemo,Gufundurura inyuzi,Sii deynta qodobyada
EHEZA-T-0870,PostpartumHealingProblem.HealingProblemHematoma,Hematoma,Igisebe cyajemo amaraso,Hématome,
EHEZA-T-0871,PostpartumHealingProblem.HealingProblemBruising,Bruising,imfunira/ahantu hasa n'umukara kubera amaraso atasohotse mu mubiri,Ugupfubirana,
EHEZA-T-0872,PostpartumChildDangerSign.PostpartumChildInabilityToSuckle,Inability to Suckle,Ntashobora konka,Kudashobora konka,Aan awwodin inuu nuugo
EHEZA-T-0873,PostpartumChildDangerSign.PostpartumChildLabouredBreathing,Laboured or Rapid Breathing,Guhumeka bigoranye cg guhumeka vuba vuba,Guhema nabi,
EHEZA-T-0874,PostpartumChildDangerSign.PostpartumChildAbnormalTemperature,High (Fever) or Low Temperature,Igipimo cy'ubushyuhe kiri hejuru cg kiri hasi,Ubushuhe buri hejuru (Ubushuhe/umuriro) canke hasi,Heerkul Hooseeya ama Sarreeya (Qandho)
EHEZA-T-0875,PostpartumChildDangerSign.PostpartumChildInactiveNoMovement,Inactive or No Movement,Uruhinja ntacyo rwumva cg ntirunyeganyega,Kidakora canke kidagenda,Daciif ah ama aan lahayn wax dhaqaaq ah
EHEZA-T-0876,PostpartumChildDangerSign.PostpartumChildBodyTurnedYellow,Whole Body Has Turned Yellow,Umubiri wose wabaye umuhondo,Umubiri wose wahindutse umutoto uhishiye,Jirka oo Dhan Wuxuu isu Bedelay Jaalle
EHEZA-T-0877,PostpartumMotherDangerSign.PostpartumMotheUterineBleeding,Excessive Uterinal Bleeding,Umubyeyi ava bikabije cyane,Kuva amaraso menshi/kuva amaraso cane mu gitereko,Dhiigbax Kaadihesyta aad u daran
EHEZA-T-0878,PostpartumMotherDangerSign.PostpartumMotherFever,High Temperature / Fever,Guhinda umuriro mwinshi/Umuriro,Ubushuhe bwaduze,Heer-kul Sarreeya / Qandho
EHEZA-T-0879,PostpartumMotherDangerSign.PostpartumMotherMigraine,Migraine,Umutwe umurya cyane,Ukumeneka umutwe igipande kimwe,Dhaanjaf
EHEZA-T-0880,PostpartumMotherDangerSign.PostpartumMotherAcuteAbdominalPain,Acute Abdominal Pain,Kuribwa mu nda cyane,Kubabara cane mu nda,Calool Xanuun soo Bood ah
EHEZA-T-0881,PostpartumMotherDangerSign.PostpartumMotherLabouredBreathing,Laboured Breathing,Guhumeka bigoranye,Uguhema uri ku gise,
EHEZA-T-0882,Predecessor.PredecessorFather,Father,Se,papa,Aabe
EHEZA-T-0883,Predecessor.PredecessorMother,Mother,Nyina,Mama,Hooyo
EHEZA-T-0884,Predecessor.PredecessorGrandFather,Grand-Father,Sekuru,Sogokuru,Awoowo
EHEZA-T-0885,Predecessor.PredecessorGrandMother,Grand-Mother,Nyirakuru,Nyogokuru,Ayeeyo
EHEZA-T-0886,Preeclampsia,Preeclampsia,Umuvuduko w'amaraso uza uje k'umugore twite (Preclampsia),Ivuduga ry'amaraso igihe c'imbanyi,Dhiig karka Uurka
EHEZA-T-0887,PregnancyConclusion,Pregnancy Conclusion,Iherezo ry'Inda,Icemezo c'imbanyi n'igihe cayo,Dhamaadka Uurka
EHEZA-T-0888,PregnancySignAnswerPositive.PregnancyEctopic,Ectopic (extrauterine),,,Uur meel ka baxsan (uurka dibitiisa)
EHEZA-T-0889,PregnancySignAnswerPositive.PregnancyMultipleFetuses,Multiple,,,Dhowr ilmo
EHEZA-T-0890,PregnancyStart,Pregnancy Start,Itangira ryo Gutwita,Intango y'imbanyi,Waqtiga Uurka Bilowday
EHEZA-T-0891,PregnancyTestResult.PregnancyTestUnableToConduct,Unable to conduct test,Ikizamini nticyakozwe,Ntibishoboka gukora igipimo,Ma sameyn karo baaritaan
EHEZA-T-0892,PregnancyTrimester.FirstTrimester,First Trimester,Igihembwe cya mbere,Igice ca mbere,Saddex-biloodka Koowaad
EHEZA-T-0893,PregnancyTrimester.SecondTrimester,Second Trimester,Igihembwe cya kabiri,Igice ca kabiri,Saddex-biloodka labaad
EHEZA-T-0894,PregnancyTrimester.ThirdTrimester,Third Trimester,Igihembwe cya gatatu,Igice ca 3,Saddex-biloodka Saddexaad
EHEZA-T-0895,PregnancyUrineTest,Urine Pregnancy Test,Ikizamini cy'inkari gisuzuma ko umugore atwite,Igipimo c'umukoyo w'imbanyi,Baaritaanka Kaadida ee Uurka
EHEZA-T-0896,PrenatalActivityTitle.PregnancyDating,Pregnancy Dating,Igihe inda imaze,Imibonano ijanye n'ivy'imbanyi,Waqtiyeynta Uurka
EHEZA-T-0897,PrenatalActivityTitle.BirthPlan,Birth Plan,Gutegura gahunda yo kubyara,Umupango wo kuvyara,
EHEZA-T-0898,PrenatalActivityTitle.MaternalMentalHealth,Maternal Mental Health,Ubuzima bwo mu mutwe ku mugore utwite,Ingwara yo mu mutwe ku muvyeyi ufise imbanyi,
EHEZA-T-0899,PrenatalActivityTitle.SpecialityCare,Specialty Care,Ubuvuzi bw'inzobere,Ubuvuzi bw'ubuhinga,Daryeel sare
EHEZA-T-0900,PrenatalActivityTitle.Ultrasound,Ultrasound,,,Baaritaanka Uur ku jirta
EHEZA-T-0901,PrenatalRecurrentActivitiesTitle.RecurrentExamination,Examination,Gusuzuma,Ikibazo,Baaritaan
EHEZA-T-0902,PrenatalRecurrentActivitiesTitle.RecurrentMalariaPrevention,Malaria Prevention,,Kwikingira Malariya,
EHEZA-T-0903,PrenatalAssesment.AssesmentNormalPregnancy,Routine Pregnancy Follow Up,Gukurikirana Umubyeyi Utwite Bisanzwe,Ikurikiranwa ry'imbanyi rya buri munsi,Ka war Qabka Joogtada ee Uurka
EHEZA-T-0904,PrenatalAssesment.AssesmentHighRiskPregnancy,High Risk Pregnancy,Inda Ibangamiwe n'ibibazo Bikomeye,Imbanyi iri mu ngorane yo hejuru,Uur Halistiisu Sarreyso
EHEZA-T-0905,PrenatalDiagnosis.DiagnosisSeverePreeclampsiaInitialPhase,Severe Preeclampsia,Preklampusi Ikabije,Severe Preeclampsia,Dhiig karka uurka oo aad u daran
EHEZA-T-0906,PrenatalDiagnosis.DiagnosisHIVDetectableViralLoadInitialPhase,Detectable HIV Viral Load,Agaragaza udukoko dutera virusi ya SIDA mu maraso,Afise umugera wa SIDA ugaragara,
EHEZA-T-0907,PrenatalDiagnosis.DiagnosisNeurosyphilisInitialPhase,Neurosyphilis,Mburugu yageze mu bwonko,Ingwara yo m'ubwonko,Jabtada Dareen Sidaha
EHEZA-T-0908,PrenatalDiagnosis.DiagnosisMalariaMedicatedContinuedInitialPhase,Malaria Continued,Uburwayi bwa Malariya buracyagaragara,Malariya irabandanya,Duumada way muuqataa weli
EHEZA-T-0909,PrenatalDiagnosis.DiagnosisModerateAnemiaInitialPhase,Mild to Moderate Anemia,Amaraso Macye byoroheje,Igabanuka ry'amaraso kuva bisanzwe,Dhiig la`aan u dhaxeysa mid hoose iyo mid dhexe
EHEZA-T-0910,PrenatalDiagnosis.DiagnosisSevereAnemiaWithComplicationsInitialPhase,Severe Anemia with Complications,Amaraso Macye Cyane n'Ibibazo Bishamikiyeho,Ibura ry'amaraso rikaze hamwe n'ingorane bijanye,Dhiig yari aad u daran oo leh waxyeello
EHEZA-T-0911,PrenatalDiagnosis.DiagnosisMiscarriage,Miscarriage,Inda yavuyemo,Ugukoroka kw'imbanyi,Umuliso biyaan
EHEZA-T-0912,PrenatalDiagnosis.DiagnosisMolarPregnancy,Molar Pregnancy,Atwite amahuri,Imbanyi idakomeye,Uur Beenaad
EHEZA-T-0913,PrenatalDiagnosis.DiagnosisPlacentalAbruption,Placental Abruption,Ingobyi yomotse hakiri kare,Itabuka ry'igitereko,Ibida Go`day
EHEZA-T-0914,PrenatalDiagnosis.DiagnosisUterineRupture,Uterine Rupture,Nyababyeyi yaturitse,uguturika kw'igitereko,Dillaaca Ilmo galeenka
EHEZA-T-0915,PrenatalDiagnosis.DiagnosisObstructedLabor,Obstructed Labor,Inda yanze kuvuka ,Igikorwa cabujijwe,
EHEZA-T-0916,PrenatalDiagnosis.DiagnosisPostAbortionSepsis,Post Abortion Sepsis,Afite uburwayi bwa infegisiyo yo mu maraso bwatewe no gukuramo inda,Birashoboka ko ingwara y'igitereko izamwo,Caabuqa Dhiciska kadib
EHEZA-T-0917,PrenatalDiagnosis.DiagnosisEctopicPregnancy,Ectopic Pregnancy,Yasamiye hanze y'umura,Imbanyi iri hanze y'Igitereko,
EHEZA-T-0918,PrenatalDiagnosis.DiagnosisPROM,Premature Rupture of Membranes (PROM),Isuha yamenetse hakiri kare,Itabuka ry'isimbizo y'umwana mu gitereko imbere yuko imbanyi ishika kw'itarike yayo/igihe cayo,
EHEZA-T-0919,PrenatalDiagnosis.DiagnosisPPROM,Preterm Premature Rupture of Membranes (PPROM),Isuha yamenetse hakiri kare inda itarageza igihe,Itabuka ry'isimbizo y'umwana mu gitereko imbere yuko imbanyi ishika kw'itarike yayo,
EHEZA-T-0920,PrenatalDiagnosis.DiagnosisHeartburnPersistent,Persistent Heartburn,Ikirungurira gihoraho,Ugusha mu mutima/mu nda bibandanya,Laab dillaaca Raaga 
EHEZA-T-0921,PrenatalDiagnosis.DiagnosisDeepVeinThrombosis,Deep Vein Thrombosis,Gufatana(Kuvura) gukabije kw'amaraso,Umutsi w'indani ufise Thrombose,
EHEZA-T-0922,PrenatalDiagnosis.DiagnosisPelvicPainIntense,Intense Pelvic Pain,Ububabare bukabije mu kiziba cy'inda,Ububabare bukomeye bwo mu nda yo hepfo,Xanuun Dhabarka ah oo daran
EHEZA-T-0923,PrenatalDiagnosis.DiagnosisPelvicPainContinued,Persistent Pelvic Pain,Ububabare buhoraho mu kiziba cy'inda,Ukubandanya kw'ububabare bwo mu nda yo hepfo,Dhabar Xanuunka Raaga
EHEZA-T-0924,PrenatalDiagnosis.DiagnosisUrinaryTractInfection,Urinary Tract Infection,Indwara y'ubwandu bw'umuyoboro w'inkari,Ingwara yo mu miringoti y'umukoyo,
EHEZA-T-0925,PrenatalDiagnosis.DiagnosisPyelonephritis,Pyelonephritis,Indwara yo kubyimba impyiko,Ingwara y'Amafyigo,Caabuqa Kellida
EHEZA-T-0926,PrenatalDiagnosisForProgressReport.DiagnosisNeurosyphilisInitialPhase,Suspected Neurosyphilis,Arakekwaho Mburugu yageze mu bwonko,Hiketswe ingwara y'ubwonko canke y'igiti c'umugongo,Looga shakisan yahay Neurosyphilis
EHEZA-T-0927,PrenatalDiagnosisForProgressReport.DiagnosisModerateAnemiaInitialPhase,Anemia (Mild to Moderate),Amaraso Macye (byoroheje),Igabanuka ry'amaraso (ryo hasi gushika hagati na hagati),
EHEZA-T-0928,PrenatalDiagnosisForProgressReport.DiagnosisSevereAnemiaInitialPhase,Anemia (Severe),Amaraso Macye (bikabije),Igabanuka ry'amaraso (rikomeye),
EHEZA-T-0929,PrenatalDiagnosisForProgressReport.DiagnosisSevereAnemiaWithComplicationsInitialPhase,Anemia (Severe with Complications),Amaraso Macye (Bikabije n'Ibibazo Bishamikiyeho),Igabanuka ry'amaraso (rikomeye hamwe n'inkurikizi zigoye),
EHEZA-T-0930,PrenatalDiagnosisForProgressReport.DiagnosisMiscarriage,Possible Miscarriage,Ashobora kuba yavanyemo inda,Birashoboka ko inda ikoroka,U eg Umuliso Biyaan
EHEZA-T-0931,PrenatalDiagnosisForProgressReport.DiagnosisMolarPregnancy,Possible Molar Pregnancy,Ashobora kuba atwite amahuri,Birashoboka ko mu mbanyi ata mwana ariyo,U eg Uur Beenaad
EHEZA-T-0932,PrenatalDiagnosisForProgressReport.DiagnosisPlacentaPrevia,Possible Placenta Previa,Ingobyi ishobora kuba iri hasi ku nkondo y'umura,Birashoboka ko isimbizo irimwo umwana yamanutse hepfo bigatuma umwana atavuka aciye aho yategerezwa guca,U eg Ibida meel khaldan ku abuurantay
EHEZA-T-0933,PrenatalDiagnosisForProgressReport.DiagnosisPlacentalAbruption,Possible Placental Abruption,Ingobyi ishobora kuba yomotse hakiri kare,Birashoboka ko isimbizo yitandukanye n'igitereko,U eg Ibida soo Go`day
EHEZA-T-0934,PrenatalDiagnosisForProgressReport.DiagnosisUterineRupture,Possible Uterine Rupture,Nyababyeyi ishobora kuha yaturitse,Birashoboka ko habaye ugutabuka kw'igitereko,U eg Dilaaca Minka
EHEZA-T-0935,PrenatalDiagnosisForProgressReport.DiagnosisObstructedLabor,Possible Obstructed Labor,Inda ishobora kuba yanze kuvuka ,Birashoboka ko umwana atasohoka ava mu gitereko kuko umuhora acamwo wiyugaye,U eg Fool Xanibantay
EHEZA-T-0936,PrenatalDiagnosisForProgressReport.DiagnosisPostAbortionSepsis,Possible Post Abortion Sepsis,Ashobora kuba afite uburwayi bwa infegisiyo yo mu maraso bwatewe no gukuramo inda,Birashoboka ko igitereko carwaye inyuma yaho imbanyi yavuyeyo giturumbuka,U eg Caabuqa Dhiciska kadib
EHEZA-T-0937,PrenatalDiagnosisForProgressReport.DiagnosisEctopicPregnancy,Possible Ectopic Pregnancy,Ashobora kuba yarasamiye hanze y'umura,Birashoboka ko afise imbanyi iri hanze y'igitereko,U eg Uur Beenaad
EHEZA-T-0938,PrenatalDiagnosisForProgressReport.DiagnosisPROM,PROM,Isuha yamenetse hakiri kare, Itabuka ry'isimbizo y'umwana mu gitereko imbere yuko imbanyi ishika kw'itarike yayo,
EHEZA-T-0939,PrenatalDiagnosisForProgressReport.DiagnosisPPROM,PPROM,Isuha yamenetse hakiri kare inda itarageza igihe,Itabuka ry'isimbizo y'umwana mu gitereko imbere yuko imbanyi ishika kw'itarike yayo,Ibi Dillaac
EHEZA-T-0940,PrenatalDiagnosisForProgressReport.DiagnosisHeartburn,Heartburn in pregnancy,Ikirungurira mu gihe umubyeyi atwite,Ugusha k'umutima mu gihe c'imbanyi,
EHEZA-T-0941,PrenatalDiagnosisForProgressReport.DiagnosisDeepVeinThrombosis,Possible DVT,"Ashobora kuba afite ibibazo by'imitsi, bituma amaraso adatembera neza mu mubiri",Birashoboka ko amaraso y'avuze indani mu mutsi (Thrombose),U eg DVT
EHEZA-T-0942,PrenatalDiagnosisForProgressReport.DiagnosisPelvicPainIntense,Severe pelvic pain in pregnancy,Ububabare bukabije mu kiziba cy'inda igihe umubyeyi atwite,Ububabare bwo mu nda yo hepfo bukaze mu gihe c'imbanyi,Dhabar Xanuun aad u daran xilliga uurka
EHEZA-T-0943,PrenatalDiagnosisForProgressReport.DiagnosisPelvicPainContinued,Persistent pelvic pain in pregnancy,Ububabare buhoraho mu kiziba cy'inda igihe umubyeyi atwite,Ukubandanya kw'ububabare bwo mu nda yo hepfo mu gihe c'imbanyi,Dhabar xanuunka raaga ee Uurka
EHEZA-T-0944,PrenatalDiagnosisForProgressReport.DiagnosisUrinaryTractInfection,Lower urinary tract infection,Indwara y'ubwandu bw'umuyoboro w'inkari wo hasi,Ingwara (yandukiye) yo m'uturingoti tw'umukoyo two munsi,
EHEZA-T-0945,PrenatalDiagnosisForProgressReport.DiagnosisPyelonephritis,Possible Pyelonephritis,Ashobora kuba afite Indwara yo kubyimba impyiko,Birashoboka ko amafyigo yarwaye bivuye ku miringoti y'umukoyo yarwaye nayo nyene,U eg Caabuqa Kellida
EHEZA-T-0946,PrenatalDiagnosisForProgressReport.DiagnosisPostpartumUrinaryIncontinence,Urinary Incontinence,Ntabasha kunyara,Ukutihangana hageze gusoba,
EHEZA-T-0947,PrenatalFlankPainSign.FlankPainLeftSide,Left side,Uruhande rw'ibumoso,Uruhande rw'ibubamfu,Dhinaca bidix
EHEZA-T-0948,PrenatalFlankPainSign.FlankPainRightSide,Right side,Uruhande rw'iburyo,Uruhande rw'iburyo,Dhinaca midig
EHEZA-T-0949,PrenatalFlankPainSign.FlankPainBothSides,Both sides,Impande zose,Impande zose,Labada dhinac
EHEZA-T-0950,PrenatalHealthEducationLabel.EducationNauseaVomiting,Nausea and Vomiting,Iseseme no kuruka,Iseseme no kudahwa,Lalabo iyo matag
